filepath,label
BAD/msasl_bad_SN_Unit_1_Video_Vocab_Review.mp4_aug_temporal.mp4,BAD
BAD/msasl_bad_SWIC_Community_Ed_-_Class_Two.mp4.mkv,BAD
BAD/msasl_bad_SWIC_Community_Ed_-_Class_Two.mp4_aug_brightness_contrast.mp4,BAD
BAD/msasl_bad_SWIC_Community_Ed_-_Class_Two.mp4_aug_horizontal_flip.mp4,BAD
BAD/msasl_bad_SWIC_Community_Ed_-_Class_Two.mp4_aug_slight_rotation.mp4,BAD
BAD/msasl_bad_SWIC_Community_Ed_-_Class_Two.mp4_aug_temporal.mp4,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_(UpdatedShorter_Version).mp4.mkv,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_(UpdatedShorter_Version).mp4_aug_brightness_contrast.mp4,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_(UpdatedShorter_Version).mp4_aug_horizontal_flip.mp4,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_(UpdatedShorter_Version).mp4_aug_slight_rotation.mp4,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_(UpdatedShorter_Version).mp4_aug_temporal.mp4,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_Signed_by_Dr_Wooten.mp4.mkv,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_Signed_by_Dr_Wooten.mp4_aug_brightness_contrast.mp4,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_Signed_by_Dr_Wooten.mp4_aug_horizontal_flip.mp4,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_Signed_by_Dr_Wooten.mp4_aug_slight_rotation.mp4,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_Signed_by_Dr_Wooten.mp4_aug_temporal.mp4,BAD
BAD/msasl_bad_The_First_100_Signs_You_Need_to_Know.mp4,BAD
BAD/msasl_bad_The_First_100_Signs_You_Need_to_Know_aug_brightness_contrast.mp4,BAD
BAD/msasl_bad_The_First_100_Signs_You_Need_to_Know_aug_horizontal_flip.mp4,BAD
BAD/msasl_bad_The_First_100_Signs_You_Need_to_Know_aug_slight_rotation.mp4,BAD
BAD/msasl_bad_The_First_100_Signs_You_Need_to_Know_aug_temporal.mp4,BAD
BAD/msasl_bad_Unit_04_Vocabulary.mp4.webm,BAD
BAD/msasl_bad_Unit_04_Vocabulary.mp4_aug_brightness_contrast.mp4,BAD
BAD/msasl_bad_Unit_04_Vocabulary.mp4_aug_horizontal_flip.mp4,BAD
BAD/msasl_bad_Unit_04_Vocabulary.mp4_aug_slight_rotation.mp4,BAD
BAD/msasl_bad_Unit_04_Vocabulary.mp4_aug_temporal.mp4,BAD
BAD/msasl_bad_Unit_1_vocabulary_part_1.mp4.mkv,BAD
BAD/msasl_bad_Unit_1_vocabulary_part_1.mp4_aug_brightness_contrast.mp4,BAD
BAD/msasl_bad_Unit_1_vocabulary_part_1.mp4_aug_horizontal_flip.mp4,BAD
BAD/msasl_bad_Unit_1_vocabulary_part_1.mp4_aug_slight_rotation.mp4,BAD
BAD/msasl_bad_Unit_1_vocabulary_part_1.mp4_aug_temporal.mp4,BAD
BAD/msasl_bad_Unit_22_-_Common_Words_in_ASL_(Part_One).mp4,BAD
BAD/msasl_bad_Unit_22_-_Common_Words_in_ASL_(Part_One)_aug_brightness_contrast.mp4,BAD
BAD/msasl_bad_Unit_22_-_Common_Words_in_ASL_(Part_One)_aug_horizontal_flip.mp4,BAD
BAD/msasl_bad_Unit_22_-_Common_Words_in_ASL_(Part_One)_aug_slight_rotation.mp4,BAD
BAD/msasl_bad_Unit_22_-_Common_Words_in_ASL_(Part_One)_aug_temporal.mp4,BAD
BAD/msasl_bad_Unit_4.mp4.mkv,BAD
BAD/msasl_bad_Unit_4.mp4_aug_brightness_contrast.mp4,BAD
BAD/msasl_bad_Unit_4.mp4_aug_horizontal_flip.mp4,BAD
BAD/msasl_bad_Unit_4.mp4_aug_slight_rotation.mp4,BAD
BAD/msasl_bad_Unit_4.mp4_aug_temporal.mp4,BAD
BAD/msasl_bad_Useful_vocab.mp4,BAD
BAD/msasl_bad_Useful_vocab_aug_brightness_contrast.mp4,BAD
BAD/msasl_bad_Useful_vocab_aug_horizontal_flip.mp4,BAD
BAD/msasl_bad_Useful_vocab_aug_slight_rotation.mp4,BAD
BAD/msasl_bad_Useful_vocab_aug_temporal.mp4,BAD
BAD/msasl_bad_bad.mp4,BAD
BAD/msasl_bad_bad_aug_brightness_contrast.mp4,BAD
BAD/msasl_bad_bad_aug_horizontal_flip.mp4,BAD
BAD/msasl_bad_bad_aug_slight_rotation.mp4,BAD
BAD/msasl_bad_bad_aug_temporal.mp4,BAD
BAD/wlasl_04708.mp4,BAD
BAD/wlasl_04708_aug_brightness_contrast.mp4,BAD
BAD/wlasl_04708_aug_horizontal_flip.mp4,BAD
BAD/wlasl_04708_aug_slight_rotation.mp4,BAD
BAD/wlasl_04708_aug_temporal.mp4,BAD
BAD/wlasl_04709.mp4,BAD
BAD/wlasl_04709_aug_brightness_contrast.mp4,BAD
BAD/wlasl_04709_aug_horizontal_flip.mp4,BAD
BAD/wlasl_04709_aug_slight_rotation.mp4,BAD
BAD/wlasl_04709_aug_temporal.mp4,BAD
BAD/wlasl_04712.mp4,BAD
BAD/wlasl_04712_aug_brightness_contrast.mp4,BAD
BAD/wlasl_04712_aug_horizontal_flip.mp4,BAD
BAD/wlasl_04712_aug_slight_rotation.mp4,BAD
BAD/wlasl_04712_aug_temporal.mp4,BAD
BAD/wlasl_04713.mp4,BAD
BAD/wlasl_04713_aug_brightness_contrast.mp4,BAD
BAD/wlasl_04713_aug_horizontal_flip.mp4,BAD
BAD/wlasl_04713_aug_slight_rotation.mp4,BAD
BAD/wlasl_04713_aug_temporal.mp4,BAD
BAD/wlasl_04715.mp4,BAD
BAD/wlasl_04715_aug_brightness_contrast.mp4,BAD
BAD/wlasl_04715_aug_horizontal_flip.mp4,BAD
BAD/wlasl_04715_aug_slight_rotation.mp4,BAD
BAD/wlasl_04715_aug_temporal.mp4,BAD
BAD/wlasl_04717.mp4,BAD
BAD/wlasl_04717_aug_brightness_contrast.mp4,BAD
BAD/wlasl_04717_aug_horizontal_flip.mp4,BAD
BAD/wlasl_04717_aug_slight_rotation.mp4,BAD
BAD/wlasl_04717_aug_temporal.mp4,BAD
BAD/wlasl_04718.mp4,BAD
BAD/wlasl_04718_aug_brightness_contrast.mp4,BAD
BAD/wlasl_04718_aug_horizontal_flip.mp4,BAD
BAD/wlasl_04718_aug_slight_rotation.mp4,BAD
BAD/wlasl_04718_aug_temporal.mp4,BAD
BAD/wlasl_69219.mp4,BAD
BAD/wlasl_69219_aug_brightness_contrast.mp4,BAD
BAD/wlasl_69219_aug_horizontal_flip.mp4,BAD
BAD/wlasl_69219_aug_slight_rotation.mp4,BAD
BAD/wlasl_69219_aug_temporal.mp4,BAD
BIG/ASLLVD_BIG__ASL_2008_01_11_scene42-425-450_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_01_11_scene42-425-450_camera1_aug_brightness_contrast.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_01_11_scene42-425-450_camera1_aug_horizontal_flip.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_01_11_scene42-425-450_camera1_aug_slight_rotation.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_01_11_scene42-425-450_camera1_aug_temporal.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene4-1570-1615_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene4-1570-1615_camera1_aug_brightness_contrast.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene4-1570-1615_camera1_aug_horizontal_flip.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene4-1570-1615_camera1_aug_slight_rotation.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene4-1570-1615_camera1_aug_temporal.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene43-3522-3555_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene43-3522-3555_camera1_aug_brightness_contrast.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene43-3522-3555_camera1_aug_horizontal_flip.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene43-3522-3555_camera1_aug_slight_rotation.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene43-3522-3555_camera1_aug_temporal.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_05_12_scene26-2976-2995_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_05_12_scene26-2976-2995_camera1_aug_brightness_contrast.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_05_12_scene26-2976-2995_camera1_aug_horizontal_flip.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_05_12_scene26-2976-2995_camera1_aug_slight_rotation.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_05_12_scene26-2976-2995_camera1_aug_temporal.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_05_29_scene16-2432-2446_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_05_29_scene16-2432-2446_camera1_aug_brightness_contrast.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_05_29_scene16-2432-2446_camera1_aug_horizontal_flip.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_05_29_scene16-2432-2446_camera1_aug_slight_rotation.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_05_29_scene16-2432-2446_camera1_aug_temporal.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene36-3432-3453_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene36-3432-3453_camera1_aug_brightness_contrast.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene36-3432-3453_camera1_aug_horizontal_flip.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene36-3432-3453_camera1_aug_slight_rotation.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene36-3432-3453_camera1_aug_temporal.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene4-2337-2365_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene4-2337-2365_camera1_aug_brightness_contrast.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene4-2337-2365_camera1_aug_horizontal_flip.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene4-2337-2365_camera1_aug_slight_rotation.mp4,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene4-2337-2365_camera1_aug_temporal.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_08_scene21-3602-3615_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2011_06_08_scene21-3602-3615_camera1_aug_brightness_contrast.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_08_scene21-3602-3615_camera1_aug_horizontal_flip.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_08_scene21-3602-3615_camera1_aug_slight_rotation.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_08_scene21-3602-3615_camera1_aug_temporal.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene25-4894-4925_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene25-4894-4925_camera1_aug_brightness_contrast.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene25-4894-4925_camera1_aug_horizontal_flip.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene25-4894-4925_camera1_aug_slight_rotation.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene25-4894-4925_camera1_aug_temporal.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene46-4741-4768_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene46-4741-4768_camera1_aug_brightness_contrast.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene46-4741-4768_camera1_aug_horizontal_flip.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene46-4741-4768_camera1_aug_slight_rotation.mp4,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene46-4741-4768_camera1_aug_temporal.mp4,BIG
BIG/desktop.ini,BIG
BIG/desktop_aug_brightness_contrast.mp4,BIG
BIG/desktop_aug_horizontal_flip.mp4,BIG
BIG/desktop_aug_slight_rotation.mp4,BIG
BIG/desktop_aug_temporal.mp4,BIG
BIG/msasl_big_ASL1_Class_19_New_SIGNS.mp4.mkv,BIG
BIG/msasl_big_ASL1_Class_19_New_SIGNS.mp4_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_ASL1_Class_19_New_SIGNS.mp4_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_ASL1_Class_19_New_SIGNS.mp4_aug_slight_rotation.mp4,BIG
BIG/msasl_big_ASL1_Class_19_New_SIGNS.mp4_aug_temporal.mp4,BIG
BIG/msasl_big_ASL2_Class_11_SIGNS.mp4.mkv,BIG
BIG/msasl_big_ASL2_Class_11_SIGNS.mp4_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_ASL2_Class_11_SIGNS.mp4_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_ASL2_Class_11_SIGNS.mp4_aug_slight_rotation.mp4,BIG
BIG/msasl_big_ASL2_Class_11_SIGNS.mp4_aug_temporal.mp4,BIG
BIG/msasl_big_ASL_1_Unit_3_Vocabulary.mp4.mkv,BIG
BIG/msasl_big_ASL_1_Unit_3_Vocabulary.mp4_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_ASL_1_Unit_3_Vocabulary.mp4_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_ASL_1_Unit_3_Vocabulary.mp4_aug_slight_rotation.mp4,BIG
BIG/msasl_big_ASL_1_Unit_3_Vocabulary.mp4_aug_temporal.mp4,BIG
BIG/msasl_big_ASL_Big_.mp4,BIG
BIG/msasl_big_ASL_Big__aug_brightness_contrast.mp4,BIG
BIG/msasl_big_ASL_Big__aug_horizontal_flip.mp4,BIG
BIG/msasl_big_ASL_Big__aug_slight_rotation.mp4,BIG
BIG/msasl_big_ASL_Big__aug_temporal.mp4,BIG
BIG/msasl_big_ASL_I_Unit_7_Bingo_Vocabulary.mp4,BIG
BIG/msasl_big_ASL_I_Unit_7_Bingo_Vocabulary_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_ASL_I_Unit_7_Bingo_Vocabulary_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_ASL_I_Unit_7_Bingo_Vocabulary_aug_slight_rotation.mp4,BIG
BIG/msasl_big_ASL_I_Unit_7_Bingo_Vocabulary_aug_temporal.mp4,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites.mp4,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites_aug_slight_rotation.mp4,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites_aug_temporal.mp4,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites.mp4.mkv,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites.mp4_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites.mp4_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites.mp4_aug_slight_rotation.mp4,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites.mp4_aug_temporal.mp4,BIG
BIG/msasl_big_BIG(1).mp4.mkv,BIG
BIG/msasl_big_BIG(1).mp4_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_BIG(1).mp4_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_BIG(1).mp4_aug_slight_rotation.mp4,BIG
BIG/msasl_big_BIG(1).mp4_aug_temporal.mp4,BIG
BIG/msasl_big_BIG.mp4,BIG
BIG/msasl_big_BIG_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_BIG_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_BIG_aug_slight_rotation.mp4,BIG
BIG/msasl_big_BIG_aug_temporal.mp4,BIG
BIG/msasl_big_Family_Voc_Unit.mp4.mkv,BIG
BIG/msasl_big_Family_Voc_Unit.mp4_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_Family_Voc_Unit.mp4_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_Family_Voc_Unit.mp4_aug_slight_rotation.mp4,BIG
BIG/msasl_big_Family_Voc_Unit.mp4_aug_temporal.mp4,BIG
BIG/msasl_big_First_100_ADJECTIVES.mp4.mkv,BIG
BIG/msasl_big_First_100_ADJECTIVES.mp4_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_First_100_ADJECTIVES.mp4_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_First_100_ADJECTIVES.mp4_aug_slight_rotation.mp4,BIG
BIG/msasl_big_First_100_ADJECTIVES.mp4_aug_temporal.mp4,BIG
BIG/msasl_big_LARGE(1).mp4.webm,BIG
BIG/msasl_big_LARGE(1).mp4_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_LARGE(1).mp4_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_LARGE(1).mp4_aug_slight_rotation.mp4,BIG
BIG/msasl_big_LARGE(1).mp4_aug_temporal.mp4,BIG
BIG/msasl_big_LARGE.mp4.mkv,BIG
BIG/msasl_big_LARGE.mp4_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_LARGE.mp4_aug_horizontal_flip.mp4,BIG
BIG/msasl_big_LARGE.mp4_aug_slight_rotation.mp4,BIG
BIG/msasl_big_LARGE.mp4_aug_temporal.mp4,BIG
BIG/msasl_big_Lesson_1_Vocabulary_-_A_Basic_Course_(ABC)_in_ASL.mp4.mkv,BIG
BIG/msasl_big_Lesson_1_Vocabulary_-_A_Basic_Course_(ABC)_in_ASL.mp4_aug_brightness_contrast.mp4,BIG
BIG/msasl_big_Lesson_1_Vocabulary_-_A_Basic_Course_(ABC)_in_ASL.mp4_aug_horizontal_flip.mp4,BIG
